day,cases,countriesAndTerritories,popData2019
30,271,Afghanistan,38041757
29,351,Afghanistan,38041757
28,165,Afghanistan,38041757
27,276,Afghanistan,38041757
26,460,Afghanistan,38041757
25,234,Afghanistan,38041757
24,338,Afghanistan,38041757
23,310,Afghanistan,38041757
22,409,Afghanistan,38041757
21,546,Afghanistan,38041757
20,346,Afghanistan,38041757
19,658,Afghanistan,38041757
18,564,Afghanistan,38041757
17,783,Afghanistan,38041757
16,761,Afghanistan,38041757
15,664,Afghanistan,38041757
14,556,Afghanistan,38041757
13,656,Afghanistan,38041757
12,747,Afghanistan,38041757
11,684,Afghanistan,38041757
10,542,Afghanistan,38041757
9,575,Afghanistan,38041757
8,791,Afghanistan,38041757
7,582,Afghanistan,38041757
6,915,Afghanistan,38041757
5,787,Afghanistan,38041757
4,758,Afghanistan,38041757
3,759,Afghanistan,38041757
2,545,Afghanistan,38041757
1,680,Afghanistan,38041757
30,64,Albania,2862427
29,72,Albania,2862427
28,61,Albania,2862427
27,77,Albania,2862427
26,78,Albania,2862427
25,67,Albania,2862427
24,52,Albania,2862427
23,68,Albania,2862427
22,36,Albania,2862427
21,53,Albania,2862427
20,50,Albania,2862427
19,66,Albania,2862427
18,50,Albania,2862427
17,82,Albania,2862427
16,69,Albania,2862427
15,57,Albania,2862427
14,48,Albania,2862427
13,31,Albania,2862427
12,44,Albania,2862427
11,42,Albania,2862427
10,36,Albania,2862427
9,17,Albania,2862427
8,14,Albania,2862427
7,20,Albania,2862427
6,15,Albania,2862427
5,13,Albania,2862427
4,20,Albania,2862427
3,21,Albania,2862427
2,6,Albania,2862427
1,15,Albania,2862427
30,298,Algeria,43053054
29,305,Algeria,43053054
28,283,Algeria,43053054
27,240,Algeria,43053054
26,197,Algeria,43053054
25,172,Algeria,43053054
24,156,Algeria,43053054
23,149,Algeria,43053054
22,140,Algeria,43053054
21,127,Algeria,43053054
20,119,Algeria,43053054
19,117,Algeria,43053054
18,121,Algeria,43053054
17,116,Algeria,43053054
16,112,Algeria,43053054
15,109,Algeria,43053054
14,112,Algeria,43053054
13,109,Algeria,43053054
12,105,Algeria,43053054
11,102,Algeria,43053054
10,117,Algeria,43053054
9,111,Algeria,43053054
8,104,Algeria,43053054
7,115,Algeria,43053054
6,104,Algeria,43053054
5,205,Algeria,43053054
4,0,Algeria,43053054
3,113,Algeria,43053054
2,119,Algeria,43053054
1,127,Algeria,43053054
30,0,Andorra,76177
29,0,Andorra,76177
28,0,Andorra,76177
27,0,Andorra,76177
26,0,Andorra,76177
25,0,Andorra,76177
24,0,Andorra,76177
23,0,Andorra,76177
22,0,Andorra,76177
21,0,Andorra,76177
20,0,Andorra,76177
19,1,Andorra,76177
18,0,Andorra,76177
17,1,Andorra,76177
16,0,Andorra,76177
15,0,Andorra,76177
14,0,Andorra,76177
13,1,Andorra,76177
12,0,Andorra,76177
11,0,Andorra,76177
10,0,Andorra,76177
9,0,Andorra,76177
8,0,Andorra,76177
7,0,Andorra,76177
6,0,Andorra,76177
5,1,Andorra,76177
4,7,Andorra,76177
3,79,Andorra,76177
2,1,Andorra,76177
1,0,Andorra,76177
30,9,Angola,31825299
29,23,Angola,31825299
28,32,Angola,31825299
27,15,Angola,31825299
26,8,Angola,31825299
25,3,Angola,31825299
24,3,Angola,31825299
23,7,Angola,31825299
22,4,Angola,31825299
21,6,Angola,31825299
20,11,Angola,31825299
19,0,Angola,31825299
18,13,Angola,31825299
17,0,Angola,31825299
16,2,Angola,31825299
15,2,Angola,31825299
14,8,Angola,31825299
13,12,Angola,31825299
12,5,Angola,31825299
11,17,Angola,31825299
10,4,Angola,31825299
9,1,Angola,31825299
8,5,Angola,31825299
7,0,Angola,31825299
6,0,Angola,31825299
5,0,Angola,31825299
4,0,Angola,31825299
3,0,Angola,31825299
2,0,Angola,31825299
1,2,Angola,31825299
30,0,Anguilla,14872
29,0,Anguilla,14872
28,0,Anguilla,14872
27,0,Anguilla,14872
26,0,Anguilla,14872
25,0,Anguilla,14872
24,0,Anguilla,14872
23,0,Anguilla,14872
22,0,Anguilla,14872
21,0,Anguilla,14872
20,0,Anguilla,14872
19,0,Anguilla,14872
18,0,Anguilla,14872
17,0,Anguilla,14872
16,0,Anguilla,14872
15,0,Anguilla,14872
14,0,Anguilla,14872
13,0,Anguilla,14872
12,0,Anguilla,14872
11,0,Anguilla,14872
10,0,Anguilla,14872
9,0,Anguilla,14872
8,0,Anguilla,14872
7,0,Anguilla,14872
6,0,Anguilla,14872
5,0,Anguilla,14872
4,0,Anguilla,14872
3,0,Anguilla,14872
2,0,Anguilla,14872
1,0,Anguilla,14872
30,1,Antigua_and_Barbuda,97115
29,0,Antigua_and_Barbuda,97115
28,0,Antigua_and_Barbuda,97115
27,0,Antigua_and_Barbuda,97115
26,0,Antigua_and_Barbuda,97115
25,39,Antigua_and_Barbuda,97115
24,0,Antigua_and_Barbuda,97115
23,0,Antigua_and_Barbuda,97115
22,0,Antigua_and_Barbuda,97115
21,0,Antigua_and_Barbuda,97115
20,0,Antigua_and_Barbuda,97115
19,0,Antigua_and_Barbuda,97115
18,0,Antigua_and_Barbuda,97115
17,0,Antigua_and_Barbuda,97115
16,0,Antigua_and_Barbuda,97115
15,0,Antigua_and_Barbuda,97115
14,0,Antigua_and_Barbuda,97115
13,0,Antigua_and_Barbuda,97115
12,0,Antigua_and_Barbuda,97115
11,0,Antigua_and_Barbuda,97115
10,0,Antigua_and_Barbuda,97115
9,0,Antigua_and_Barbuda,97115
8,0,Antigua_and_Barbuda,97115
7,0,Antigua_and_Barbuda,97115
6,0,Antigua_and_Barbuda,97115
5,0,Antigua_and_Barbuda,97115
4,1,Antigua_and_Barbuda,97115
3,0,Antigua_and_Barbuda,97115
2,0,Antigua_and_Barbuda,97115
1,0,Antigua_and_Barbuda,97115
30,4524,Argentina,44780675
29,0,Argentina,44780675
28,5287,Argentina,44780675
27,0,Argentina,44780675
26,2606,Argentina,44780675
25,4920,Argentina,44780675
24,0,Argentina,44780675
23,2146,Argentina,44780675
22,1581,Argentina,44780675
21,1634,Argentina,44780675
20,4018,Argentina,44780675
19,0,Argentina,44780675
18,1393,Argentina,44780675
17,1374,Argentina,44780675
16,1208,Argentina,44780675
15,1282,Argentina,44780675
14,1531,Argentina,44780675
13,1391,Argentina,44780675
12,1373,Argentina,44780675
11,1239,Argentina,44780675
10,1141,Argentina,44780675
9,826,Argentina,44780675
8,774,Argentina,44780675
7,983,Argentina,44780675
6,1769,Argentina,44780675
5,0,Argentina,44780675
4,949,Argentina,44780675
3,904,Argentina,44780675
2,564,Argentina,44780675
1,637,Argentina,44780675
30,415,Armenia,2957728
29,482,Armenia,2957728
28,736,Armenia,2957728
27,662,Armenia,2957728
26,759,Armenia,2957728
25,771,Armenia,2957728
24,711,Armenia,2957728
23,418,Armenia,2957728
22,320,Armenia,2957728
21,560,Armenia,2957728
20,551,Armenia,2957728
19,459,Armenia,2957728
18,665,Armenia,2957728
17,544,Armenia,2957728
16,425,Armenia,2957728
15,397,Armenia,2957728
14,663,Armenia,2957728
13,723,Armenia,2957728
12,612,Armenia,2957728
11,566,Armenia,2957728
10,428,Armenia,2957728
9,350,Armenia,2957728
8,195,Armenia,2957728
7,766,Armenia,2957728
6,547,Armenia,2957728
5,596,Armenia,2957728
4,697,Armenia,2957728
3,515,Armenia,2957728
2,517,Armenia,2957728
1,210,Armenia,2957728
30,2,Aruba,106310
29,0,Aruba,106310
28,0,Aruba,106310
27,0,Aruba,106310
26,0,Aruba,106310
25,0,Aruba,106310
24,0,Aruba,106310
23,0,Aruba,106310
22,0,Aruba,106310
21,0,Aruba,106310
20,0,Aruba,106310
19,0,Aruba,106310
18,0,Aruba,106310
17,0,Aruba,106310
16,0,Aruba,106310
15,0,Aruba,106310
14,0,Aruba,106310
13,0,Aruba,106310
12,0,Aruba,106310
11,0,Aruba,106310
10,0,Aruba,106310
9,0,Aruba,106310
8,0,Aruba,106310
7,0,Aruba,106310
6,0,Aruba,106310
5,0,Aruba,106310
4,0,Aruba,106310
3,0,Aruba,106310
2,0,Aruba,106310
1,0,Aruba,106310
30,81,Australia,25203200
29,45,Australia,25203200
28,46,Australia,25203200
27,37,Australia,25203200
26,37,Australia,25203200
25,29,Australia,25203200
24,18,Australia,25203200
23,13,Australia,25203200
22,25,Australia,25203200
21,27,Australia,25203200
20,18,Australia,25203200
19,21,Australia,25203200
18,23,Australia,25203200
17,12,Australia,25203200
16,15,Australia,25203200
15,18,Australia,25203200
14,12,Australia,25203200
13,5,Australia,25203200
12,9,Australia,25203200
11,9,Australia,25203200
10,2,Australia,25203200
9,5,Australia,25203200
8,5,Australia,25203200
7,4,Australia,25203200
6,11,Australia,25203200
5,11,Australia,25203200
4,8,Australia,25203200
3,17,Australia,25203200
2,9,Australia,25203200
1,10,Australia,25203200
30,41,Austria,8858775
29,63,Austria,8858775
28,64,Austria,8858775
27,67,Austria,8858775
26,47,Austria,8858775
25,33,Austria,8858775
24,31,Austria,8858775
23,35,Austria,8858775
22,38,Austria,8858775
21,62,Austria,8858775
20,30,Austria,8858775
19,40,Austria,8858775
18,17,Austria,8858775
17,33,Austria,8858775
16,27,Austria,8858775
15,24,Austria,8858775
14,20,Austria,8858775
13,30,Austria,8858775
12,28,Austria,8858775
11,34,Austria,8858775
10,13,Austria,8858775
9,21,Austria,8858775
8,46,Austria,8858775
7,19,Austria,8858775
6,62,Austria,8858775
5,36,Austria,8858775
4,31,Austria,8858775
3,11,Austria,8858775
2,21,Austria,8858775
1,4,Austria,8858775
30,544,Azerbaijan,10047719
29,534,Azerbaijan,10047719
28,521,Azerbaijan,10047719
27,517,Azerbaijan,10047719
26,547,Azerbaijan,10047719
25,590,Azerbaijan,10047719
24,508,Azerbaijan,10047719
23,478,Azerbaijan,10047719
22,491,Azerbaijan,10047719
21,471,Azerbaijan,10047719
20,438,Azerbaijan,10047719
19,338,Azerbaijan,10047719
18,329,Azerbaijan,10047719
17,338,Azerbaijan,10047719
16,367,Azerbaijan,10047719
15,387,Azerbaijan,10047719
14,352,Azerbaijan,10047719
13,336,Azerbaijan,10047719
12,352,Azerbaijan,10047719
11,339,Azerbaijan,10047719
10,315,Azerbaijan,10047719
9,323,Azerbaijan,10047719
8,314,Azerbaijan,10047719
7,379,Azerbaijan,10047719
6,338,Azerbaijan,10047719
5,262,Azerbaijan,10047719
4,325,Azerbaijan,10047719
3,273,Azerbaijan,10047719
2,168,Azerbaijan,10047719
1,248,Azerbaijan,10047719
30,0,Bahamas,389486
29,0,Bahamas,389486
28,0,Bahamas,389486
27,0,Bahamas,389486
26,0,Bahamas,389486
25,0,Bahamas,389486
24,0,Bahamas,389486
23,0,Bahamas,389486
22,0,Bahamas,389486
21,0,Bahamas,389486
20,0,Bahamas,389486
19,0,Bahamas,389486
18,0,Bahamas,389486
17,0,Bahamas,389486
16,1,Bahamas,389486
15,0,Bahamas,389486
14,0,Bahamas,389486
13,0,Bahamas,389486
12,0,Bahamas,389486
11,0,Bahamas,389486
10,0,Bahamas,389486
9,0,Bahamas,389486
8,0,Bahamas,389486
7,1,Bahamas,389486
6,0,Bahamas,389486
5,0,Bahamas,389486
4,0,Bahamas,389486
3,0,Bahamas,389486
2,0,Bahamas,389486
1,0,Bahamas,389486
30,534,Bahrain,1641164
29,438,Bahrain,1641164
28,462,Bahrain,1641164
27,724,Bahrain,1641164
26,511,Bahrain,1641164
25,508,Bahrain,1641164
24,655,Bahrain,1641164
23,643,Bahrain,1641164
22,433,Bahrain,1641164
21,415,Bahrain,1641164
20,486,Bahrain,1641164
19,469,Bahrain,1641164
18,408,Bahrain,1641164
17,540,Bahrain,1641164
16,469,Bahrain,1641164
15,317,Bahrain,1641164
14,514,Bahrain,1641164
13,1046,Bahrain,1641164
12,0,Bahrain,1641164
11,467,Bahrain,1641164
10,783,Bahrain,1641164
9,654,Bahrain,1641164
8,380,Bahrain,1641164
7,548,Bahrain,1641164
6,539,Bahrain,1641164
5,481,Bahrain,1641164
4,504,Bahrain,1641164
3,507,Bahrain,1641164
2,406,Bahrain,1641164
1,605,Bahrain,1641164
30,4014,Bangladesh,163046173
29,3809,Bangladesh,163046173
28,3504,Bangladesh,163046173
27,3868,Bangladesh,163046173
26,3946,Bangladesh,163046173
25,3462,Bangladesh,163046173
24,3412,Bangladesh,163046173
23,3480,Bangladesh,163046173
22,3531,Bangladesh,163046173
21,3240,Bangladesh,163046173
20,3243,Bangladesh,163046173
19,3803,Bangladesh,163046173
18,4008,Bangladesh,163046173
17,3862,Bangladesh,163046173
16,3099,Bangladesh,163046173
15,3141,Bangladesh,163046173
14,2856,Bangladesh,163046173
13,3471,Bangladesh,163046173
12,3187,Bangladesh,163046173
11,3190,Bangladesh,163046173
10,3171,Bangladesh,163046173
9,2735,Bangladesh,163046173
8,2743,Bangladesh,163046173
7,2635,Bangladesh,163046173
6,2828,Bangladesh,163046173
5,2423,Bangladesh,163046173
4,2695,Bangladesh,163046173
3,2911,Bangladesh,163046173
2,2381,Bangladesh,163046173
1,2545,Bangladesh,163046173
30,0,Barbados,287021
29,0,Barbados,287021
28,0,Barbados,287021
27,0,Barbados,287021
26,0,Barbados,287021
25,0,Barbados,287021
24,0,Barbados,287021
23,0,Barbados,287021
22,0,Barbados,287021
21,0,Barbados,287021
20,0,Barbados,287021
19,0,Barbados,287021
18,0,Barbados,287021
17,0,Barbados,287021
16,1,Barbados,287021
15,0,Barbados,287021
14,0,Barbados,287021
13,0,Barbados,287021
12,0,Barbados,287021
11,4,Barbados,287021
10,0,Barbados,287021
9,0,Barbados,287021
8,0,Barbados,287021
7,0,Barbados,287021
6,0,Barbados,287021
5,0,Barbados,287021
4,0,Barbados,287021
3,0,Barbados,287021
2,0,Barbados,287021
1,0,Barbados,287021
30,315,Belarus,9452409
29,380,Belarus,9452409
28,382,Belarus,9452409
27,331,Belarus,9452409
26,437,Belarus,9452409
25,458,Belarus,9452409
24,464,Belarus,9452409
23,518,Belarus,9452409
22,569,Belarus,9452409
21,603,Belarus,9452409
20,676,Belarus,9452409
19,625,Belarus,9452409
18,663,Belarus,9452409
17,689,Belarus,9452409
16,707,Belarus,9452409
15,732,Belarus,9452409
14,721,Belarus,9452409
13,704,Belarus,9452409
12,750,Belarus,9452409
11,801,Belarus,9452409
10,812,Belarus,9452409
9,823,Belarus,9452409
8,879,Belarus,9452409
7,883,Belarus,9452409
6,887,Belarus,9452409
5,865,Belarus,9452409
4,861,Belarus,9452409
3,852,Belarus,9452409
2,847,Belarus,9452409
1,898,Belarus,9452409
30,127,Belgium,11455519
29,24,Belgium,11455519
28,41,Belgium,11455519
27,113,Belgium,11455519
26,76,Belgium,11455519
25,100,Belgium,11455519
24,110,Belgium,11455519
23,143,Belgium,11455519
22,20,Belgium,11455519
21,50,Belgium,11455519
20,121,Belgium,11455519
19,108,Belgium,11455519
18,123,Belgium,11455519
17,99,Belgium,11455519
16,147,Belgium,11455519
15,22,Belgium,11455519
14,49,Belgium,11455519
13,89,Belgium,11455519
12,95,Belgium,11455519
11,119,Belgium,11455519
10,145,Belgium,11455519
9,153,Belgium,11455519
8,53,Belgium,11455519
7,69,Belgium,11455519
6,154,Belgium,11455519
5,172,Belgium,11455519
4,159,Belgium,11455519
3,181,Belgium,11455519
2,59,Belgium,11455519
1,49,Belgium,11455519
30,0,Belize,390351
29,0,Belize,390351
28,0,Belize,390351
27,1,Belize,390351
26,0,Belize,390351
25,0,Belize,390351
24,0,Belize,390351
23,1,Belize,390351
22,0,Belize,390351
21,0,Belize,390351
20,0,Belize,390351
19,0,Belize,390351
18,1,Belize,390351
17,0,Belize,390351
16,0,Belize,390351
15,1,Belize,390351
14,0,Belize,390351
13,0,Belize,390351
12,0,Belize,390351
11,0,Belize,390351
10,1,Belize,390351
9,1,Belize,390351
8,0,Belize,390351
7,0,Belize,390351
6,0,Belize,390351
5,0,Belize,390351
4,0,Belize,390351
3,0,Belize,390351
2,0,Belize,390351
1,0,Belize,390351
30,38,Benin,11801151
29,25,Benin,11801151
28,71,Benin,11801151
27,36,Benin,11801151
26,115,Benin,11801151
25,52,Benin,11801151
24,43,Benin,11801151
23,42,Benin,11801151
22,115,Benin,11801151
21,0,Benin,11801151
20,53,Benin,11801151
19,25,Benin,11801151
18,40,Benin,11801151
17,49,Benin,11801151
16,13,Benin,11801151
15,58,Benin,11801151
14,24,Benin,11801151
13,83,Benin,11801151
12,0,Benin,11801151
11,0,Benin,11801151
10,0,Benin,11801151
9,37,Benin,11801151
8,0,Benin,11801151
7,7,Benin,11801151
6,0,Benin,11801151
5,17,Benin,11801151
4,0,Benin,11801151
3,1,Benin,11801151
2,11,Benin,11801151
1,0,Benin,11801151
30,0,Bermuda,62508
29,0,Bermuda,62508
28,0,Bermuda,62508
27,0,Bermuda,62508
26,0,Bermuda,62508
25,0,Bermuda,62508
24,0,Bermuda,62508
23,0,Bermuda,62508
22,0,Bermuda,62508
21,0,Bermuda,62508
20,2,Bermuda,62508
19,0,Bermuda,62508
18,0,Bermuda,62508
17,0,Bermuda,62508
16,0,Bermuda,62508
15,0,Bermuda,62508
14,2,Bermuda,62508
13,1,Bermuda,62508
12,0,Bermuda,62508
11,0,Bermuda,62508
10,0,Bermuda,62508
9,0,Bermuda,62508
8,0,Bermuda,62508
7,0,Bermuda,62508
6,0,Bermuda,62508
5,0,Bermuda,62508
4,0,Bermuda,62508
3,0,Bermuda,62508
2,1,Bermuda,62508
1,0,Bermuda,62508
30,1,Bhutan,763094
29,0,Bhutan,763094
28,1,Bhutan,763094
27,5,Bhutan,763094
26,0,Bhutan,763094
25,0,Bhutan,763094
24,1,Bhutan,763094
23,1,Bhutan,763094
22,0,Bhutan,763094
21,0,Bhutan,763094
20,1,Bhutan,763094
19,0,Bhutan,763094
18,0,Bhutan,763094
17,0,Bhutan,763094
16,1,Bhutan,763094
15,0,Bhutan,763094
14,4,Bhutan,763094
13,0,Bhutan,763094
12,0,Bhutan,763094
11,3,Bhutan,763094
10,0,Bhutan,763094
9,0,Bhutan,763094
8,11,Bhutan,763094
7,0,Bhutan,763094
6,0,Bhutan,763094
5,1,Bhutan,763094
4,0,Bhutan,763094
3,0,Bhutan,763094
2,4,Bhutan,763094
1,0,Bhutan,763094
30,601,Bolivia,11513102
29,848,Bolivia,11513102
28,1253,Bolivia,11513102
27,920,Bolivia,11513102
26,1016,Bolivia,11513102
25,1098,Bolivia,11513102
24,896,Bolivia,11513102
23,1105,Bolivia,11513102
22,876,Bolivia,11513102
21,1036,Bolivia,11513102
20,977,Bolivia,11513102
19,814,Bolivia,11513102
18,802,Bolivia,11513102
17,810,Bolivia,11513102
16,614,Bolivia,11513102
15,617,Bolivia,11513102
14,913,Bolivia,11513102
13,764,Bolivia,11513102
12,884,Bolivia,11513102
11,637,Bolivia,11513102
10,695,Bolivia,11513102
9,306,Bolivia,11513102
8,285,Bolivia,11513102
7,630,Bolivia,11513102
6,483,Bolivia,11513102
5,607,Bolivia,11513102
4,647,Bolivia,11513102
3,460,Bolivia,11513102
2,549,Bolivia,11513102
1,390,Bolivia,11513102
30,0,Bonaire_Saint_Eustatius_and_Saba,25983
29,0,Bonaire_Saint_Eustatius_and_Saba,25983
28,0,Bonaire_Saint_Eustatius_and_Saba,25983
27,0,Bonaire_Saint_Eustatius_and_Saba,25983
26,0,Bonaire_Saint_Eustatius_and_Saba,25983
25,0,Bonaire_Saint_Eustatius_and_Saba,25983
24,0,Bonaire_Saint_Eustatius_and_Saba,25983
23,0,Bonaire_Saint_Eustatius_and_Saba,25983
22,0,Bonaire_Saint_Eustatius_and_Saba,25983
21,0,Bonaire_Saint_Eustatius_and_Saba,25983
20,0,Bonaire_Saint_Eustatius_and_Saba,25983
19,0,Bonaire_Saint_Eustatius_and_Saba,25983
18,0,Bonaire_Saint_Eustatius_and_Saba,25983
17,0,Bonaire_Saint_Eustatius_and_Saba,25983
16,0,Bonaire_Saint_Eustatius_and_Saba,25983
15,0,Bonaire_Saint_Eustatius_and_Saba,25983
14,0,Bonaire_Saint_Eustatius_and_Saba,25983
13,0,Bonaire_Saint_Eustatius_and_Saba,25983
12,0,Bonaire_Saint_Eustatius_and_Saba,25983
11,0,Bonaire_Saint_Eustatius_and_Saba,25983
10,0,Bonaire_Saint_Eustatius_and_Saba,25983
9,0,Bonaire_Saint_Eustatius_and_Saba,25983
8,0,Bonaire_Saint_Eustatius_and_Saba,25983
7,0,Bonaire_Saint_Eustatius_and_Saba,25983
6,0,Bonaire_Saint_Eustatius_and_Saba,25983
5,0,Bonaire_Saint_Eustatius_and_Saba,25983
4,0,Bonaire_Saint_Eustatius_and_Saba,25983
3,0,Bonaire_Saint_Eustatius_and_Saba,25983
2,0,Bonaire_Saint_Eustatius_and_Saba,25983
1,0,Bonaire_Saint_Eustatius_and_Saba,25983
30,128,Bosnia_and_Herzegovina,3300998
29,108,Bosnia_and_Herzegovina,3300998
28,173,Bosnia_and_Herzegovina,3300998
27,140,Bosnia_and_Herzegovina,3300998
26,119,Bosnia_and_Herzegovina,3300998
25,88,Bosnia_and_Herzegovina,3300998
24,63,Bosnia_and_Herzegovina,3300998
23,93,Bosnia_and_Herzegovina,3300998
22,77,Bosnia_and_Herzegovina,3300998
21,66,Bosnia_and_Herzegovina,3300998
20,86,Bosnia_and_Herzegovina,3300998
19,58,Bosnia_and_Herzegovina,3300998
18,60,Bosnia_and_Herzegovina,3300998
17,45,Bosnia_and_Herzegovina,3300998
16,38,Bosnia_and_Herzegovina,3300998
15,61,Bosnia_and_Herzegovina,3300998
14,48,Bosnia_and_Herzegovina,3300998
13,61,Bosnia_and_Herzegovina,3300998
12,55,Bosnia_and_Herzegovina,3300998
11,49,Bosnia_and_Herzegovina,3300998
10,24,Bosnia_and_Herzegovina,3300998
9,30,Bosnia_and_Herzegovina,3300998
8,37,Bosnia_and_Herzegovina,3300998
7,31,Bosnia_and_Herzegovina,3300998
6,12,Bosnia_and_Herzegovina,3300998
5,43,Bosnia_and_Herzegovina,3300998
4,16,Bosnia_and_Herzegovina,3300998
3,11,Bosnia_and_Herzegovina,3300998
2,14,Bosnia_and_Herzegovina,3300998
1,16,Bosnia_and_Herzegovina,3300998
30,50,Botswana,2303703
29,0,Botswana,2303703
28,0,Botswana,2303703
27,36,Botswana,2303703
26,0,Botswana,2303703
25,0,Botswana,2303703
24,0,Botswana,2303703
23,0,Botswana,2303703
22,0,Botswana,2303703
21,0,Botswana,2303703
20,10,Botswana,2303703
19,19,Botswana,2303703
18,0,Botswana,2303703
17,0,Botswana,2303703
16,0,Botswana,2303703
15,0,Botswana,2303703
14,0,Botswana,2303703
13,12,Botswana,2303703
12,0,Botswana,2303703
11,6,Botswana,2303703
10,0,Botswana,2303703
9,2,Botswana,2303703
8,0,Botswana,2303703
7,0,Botswana,2303703
6,0,Botswana,2303703
5,0,Botswana,2303703
4,2,Botswana,2303703
3,0,Botswana,2303703
2,0,Botswana,2303703
1,3,Botswana,2303703
30,24052,Brazil,211049519
29,30476,Brazil,211049519
28,38693,Brazil,211049519
27,46860,Brazil,211049519
26,39483,Brazil,211049519
25,42725,Brazil,211049519
24,39436,Brazil,211049519
23,21432,Brazil,211049519
22,17459,Brazil,211049519
21,34666,Brazil,211049519
20,54771,Brazil,211049519
19,22765,Brazil,211049519
18,32188,Brazil,211049519
17,34918,Brazil,211049519
16,20647,Brazil,211049519
15,17110,Brazil,211049519
14,21704,Brazil,211049519
13,25982,Brazil,211049519
12,30412,Brazil,211049519
11,32913,Brazil,211049519
10,32091,Brazil,211049519
9,15654,Brazil,211049519
8,18921,Brazil,211049519
7,27075,Brazil,211049519
6,30830,Brazil,211049519
5,30916,Brazil,211049519
4,28633,Brazil,211049519
3,28936,Brazil,211049519
2,11598,Brazil,211049519
1,16409,Brazil,211049519
30,0,British_Virgin_Islands,30033
29,0,British_Virgin_Islands,30033
28,0,British_Virgin_Islands,30033
27,0,British_Virgin_Islands,30033
26,0,British_Virgin_Islands,30033
25,0,British_Virgin_Islands,30033
24,0,British_Virgin_Islands,30033
23,0,British_Virgin_Islands,30033
22,0,British_Virgin_Islands,30033
21,0,British_Virgin_Islands,30033
20,0,British_Virgin_Islands,30033
19,0,British_Virgin_Islands,30033
18,0,British_Virgin_Islands,30033
17,0,British_Virgin_Islands,30033
16,0,British_Virgin_Islands,30033
15,0,British_Virgin_Islands,30033
14,0,British_Virgin_Islands,30033
13,0,British_Virgin_Islands,30033
12,0,British_Virgin_Islands,30033
11,0,British_Virgin_Islands,30033
10,0,British_Virgin_Islands,30033
9,0,British_Virgin_Islands,30033
8,0,British_Virgin_Islands,30033
7,0,British_Virgin_Islands,30033
6,0,British_Virgin_Islands,30033
5,0,British_Virgin_Islands,30033
4,0,British_Virgin_Islands,30033
3,0,British_Virgin_Islands,30033
2,0,British_Virgin_Islands,30033
1,0,British_Virgin_Islands,30033
30,0,Brunei_Darussalam,433296
29,0,Brunei_Darussalam,433296
28,0,Brunei_Darussalam,433296
27,0,Brunei_Darussalam,433296
26,0,Brunei_Darussalam,433296
25,0,Brunei_Darussalam,433296
24,0,Brunei_Darussalam,433296
23,0,Brunei_Darussalam,433296
22,0,Brunei_Darussalam,433296
21,0,Brunei_Darussalam,433296
20,0,Brunei_Darussalam,433296
19,0,Brunei_Darussalam,433296
18,0,Brunei_Darussalam,433296
17,0,Brunei_Darussalam,433296
16,0,Brunei_Darussalam,433296
15,0,Brunei_Darussalam,433296
14,0,Brunei_Darussalam,433296
13,0,Brunei_Darussalam,433296
12,0,Brunei_Darussalam,433296
11,0,Brunei_Darussalam,433296
10,0,Brunei_Darussalam,433296
9,0,Brunei_Darussalam,433296
8,0,Brunei_Darussalam,433296
7,0,Brunei_Darussalam,433296
6,0,Brunei_Darussalam,433296
5,0,Brunei_Darussalam,433296
4,0,Brunei_Darussalam,433296
3,0,Brunei_Darussalam,433296
2,0,Brunei_Darussalam,433296
1,0,Brunei_Darussalam,433296
30,140,Bulgaria,7000039
29,66,Bulgaria,7000039
28,112,Bulgaria,7000039
27,105,Bulgaria,7000039
26,166,Bulgaria,7000039
25,128,Bulgaria,7000039
24,130,Bulgaria,7000039
23,79,Bulgaria,7000039
22,33,Bulgaria,7000039
21,117,Bulgaria,7000039
20,81,Bulgaria,7000039
19,132,Bulgaria,7000039
18,89,Bulgaria,7000039
17,112,Bulgaria,7000039
16,51,Bulgaria,7000039
15,24,Bulgaria,7000039
14,75,Bulgaria,7000039
13,105,Bulgaria,7000039
12,93,Bulgaria,7000039
11,104,Bulgaria,7000039
10,79,Bulgaria,7000039
9,83,Bulgaria,7000039
8,16,Bulgaria,7000039
7,43,Bulgaria,7000039
6,83,Bulgaria,7000039
5,0,Bulgaria,7000039
4,47,Bulgaria,7000039
3,25,Bulgaria,7000039
2,0,Bulgaria,7000039
1,0,Bulgaria,7000039
30,0,Burkina_Faso,20321383
29,18,Burkina_Faso,20321383
28,0,Burkina_Faso,20321383
27,0,Burkina_Faso,20321383
26,7,Burkina_Faso,20321383
25,15,Burkina_Faso,20321383
24,12,Burkina_Faso,20321383
23,4,Burkina_Faso,20321383
22,1,Burkina_Faso,20321383
21,2,Burkina_Faso,20321383
20,1,Burkina_Faso,20321383
19,0,Burkina_Faso,20321383
18,4,Burkina_Faso,20321383
17,1,Burkina_Faso,20321383
16,0,Burkina_Faso,20321383
15,0,Burkina_Faso,20321383
14,2,Burkina_Faso,20321383
13,0,Burkina_Faso,20321383
12,1,Burkina_Faso,20321383
11,0,Burkina_Faso,20321383
10,1,Burkina_Faso,20321383
9,1,Burkina_Faso,20321383
8,1,Burkina_Faso,20321383
7,0,Burkina_Faso,20321383
6,3,Burkina_Faso,20321383
5,1,Burkina_Faso,20321383
4,1,Burkina_Faso,20321383
3,2,Burkina_Faso,20321383
